276553934698750, 365742070395452, 170580121096686 @ 93, 160, 26
429393880745468, 297685755958480, 356875862533173 @ -145, -136, 11
158248367090592, 289961901228707, 168385487273098 @ 211, -45, 184
306593194601382, 96203990160910, 520558009827286 @ -23, 54, -140
329177967436174, 559641347342922, 323946987430094 @ -67, -470, -46
264846633797803, 278109062996717, 300829492700720 @ 32, -33, -28
250292688268956, 235850198865862, 208447560484753 @ 101, 250, 48
270989988823668, 396465069265903, 196725204958195 @ 135, -113, -183
290118907362588, 382164936694672, 238326767193334 @ -25, 20, -570
254294894398350, 276805413032476, 221593371565573 @ 29, -112, 143
407887416560501, 246392181834867, 352230451862287 @ -196, 15, -107
248596989497808, 260892108790357, 128966334391975 @ 67, 29, 253
251205448433883, 367495507763212, 211157090303125 @ 132, -80, -17
314516290411408, 250883938752295, 266636882811808 @ -45, -7, 40
275723354776164, 443006917511755, 160236055271245 @ 47, -379, 167
196749291727940, 144396713220016, 365316166606183 @ 111, 92, -59
251657829325134, 181201466332948, 399894989981749 @ 32, -13, -40
445899774487058, 328598376657752, 363976412933705 @ -198, -147, -46
293372101198276, 461053426566090, 182960096633892 @ -57, -702, -106
225768545205384, 243230263526062, 278545680426979 @ 59, -75, 83
280515160876260, 269627035295554, 269419713803797 @ 9, 24, -14
190243295506058, 387222792161961, 203595141185873 @ 105, -221, 155
263234475302775, 331850722373651, 314435388680613 @ 22, -161, 35
314011313284048, 199642785582752, 274217218520515 @ -45, 76, 25
331614288807734, 473051562535336, 94423572966153 @ -64, -331, 290
433935552996948, 430484062461538, 337539393516903 @ -155, -268, 23
331592456844898, 305932229712737, 171646611368770 @ -79, -69, 178
307344419882425, 333201937160464, 302909338552321 @ -118, 212, -677
270518926153101, 86449098952513, 511012094230360 @ 22, 259, -348
240020699196477, 424040550640206, 425097807040036 @ 64, -266, -182
295338048514050, 95238093887650, 329261460654625 @ -16, 216, -48
188618248982418, 122641719185152, 288965092345513 @ 130, 145, 26
309857466476792, 362283419678917, 257681707495563 @ -181, 155, -655
341245479563934, 154817961450313, 385952016685555 @ -59, 11, -23
371075374168986, 137127765264840, 526417801749792 @ -107, 88, -246
214413812291096, 231375489913078, 303373889982883 @ 69, -67, 61
284656399883228, 404042925380886, 99221261967079 @ 30, -152, 760
281184965895998, 352539629000720, 226032461756881 @ 20, -23, -74
277398203601934, 394309271830587, 231362500064056 @ 9, -225, 106
298222167632110, 362367034372804, 130200999428421 @ -114, 281, 410
323354811736998, 206817667181262, 219968131740020 @ -107, 342, 12
267083473271757, 380667027663476, 203933367229771 @ 58, -152, 49
270103978824828, 273540500008277, 237258895954495 @ 31, 33, 37
225540438323656, 138452204955616, 467863837997979 @ 59, 32, -111
293151441060798, 364426209206692, 185955724889650 @ -35, 24, 6
300683754322959, 376836347331176, 262520127323023 @ -74, -56, -395
318897402546745, 338646575147035, 396273095321485 @ -84, -61, -413
300677720419399, 397381252905781, 152684686889890 @ -52, -193, 202
315138020341538, 122015961159720, 232045995004173 @ -40, 123, 110
344047921625785, 260263724116460, 344062078317558 @ -72, -68, -16
289022412599592, 251328485077006, 298962379773283 @ -7, 23, -37
336409606403432, 351406634416622, 193831470667139 @ -151, -65, 81
343141413811628, 107277307877918, 511576187255391 @ -60, 54, -144
230490532505840, 245533756664858, 142574745281649 @ 119, 112, 230
288785352215176, 81503241972062, 163738978403843 @ -6, 100, 201
330144449525215, 300260942328803, 216351646840374 @ -118, 51, 36
384218178916488, 340065156536158, 328696813600771 @ -165, -129, -82
270474320707410, 326501676600826, 238732214312971 @ 42, -16, -27
228806610982428, 160267739895652, 191780975717995 @ 77, 101, 157
317594597392248, 225818694140622, 278853235293555 @ -50, 33, 20
278395242271878, 74259435604178, 196432119542763 @ 10, 288, 141
298146454011807, 395630540923801, 197895863508403 @ -102, -87, -247
267945420411804, 197747019445186, 351133256213443 @ 17, -12, -7
456132992257280, 473868862585238, 422194863413355 @ -168, -309, -48
308027652560027, 214187338701511, 422422142473282 @ -76, 449, -746
271111618737837, 282810234074113, 130092414674043 @ 118, 707, 353
476723600318714, 265210473807048, 561890376345381 @ -207, -92, -225
220004414114151, 474711657927613, 257931279270823 @ 62, -311, 109
293906351933832, 404040027608998, 163946635144267 @ -101, -109, -26
273272209573232, 202783734343574, 364998314862147 @ 9, -48, 9
276225358419656, 375050641811998, 103666416250371 @ 86, 47, 569
288736224506783, 82536282031182, 159361455541015 @ -6, 118, 205
272195371998984, 123557220082078, 466335101539195 @ 11, 46, -108
251041052789992, 228965889483582, 314174875211347 @ 39, -30, 19
295331056328776, 313205807220658, 226792090992231 @ -37, 176, -117
290213154549928, 295399802355502, 164735656447299 @ -15, 245, 149
243728516252385, 295326162997494, 273997341739280 @ 46, -114, 72
270522281097804, 426680456948414, 250923451492419 @ 106, -338, -439
326076048220046, 375231430650591, 536131208800645 @ -79, -177, -533
289766561484600, 243270194981086, 241462314043083 @ -11, 278, -72
254453310003759, 263147711255437, 194812463353549 @ 34, -75, 163
363190835759360, 259380765909487, 341063463332105 @ -189, 125, -253
295394269953376, 389997719177182, 129553761886827 @ -84, -10, 416
279986879957288, 253567462909454, 135239510020883 @ 5, -47, 234
297449919710331, 203245524060142, 326837860362607 @ -16, -10, 13
279203966678288, 36179106452062, 167425681565635 @ 6, 230, 193
223889308617672, 144166564658791, 243511382122000 @ 59, 19, 122
351335735721732, 248436456723508, 239022680942151 @ -71, -79, 123
287838354624648, 301518234147037, 249620659444303 @ -5, -25, 13
319082495840320, 230458210192596, 278534240647849 @ -49, 7, 34
354959692134585, 353546157412435, 234996095129107 @ -92, -173, 105
350032659948616, 366306669663886, 189402029824249 @ -69, -202, 175
278270137151328, 321184494708202, 173377398590815 @ 17, -39, 160
279747570244464, 406976251103317, 183432554229142 @ 83, -185, -162
290204005905312, 384761720895616, 108370945184107 @ -17, -107, 421
243663581226102, 390865011957589, 320027208954514 @ 121, -187, -272
220565234418476, 169901125653918, 181681051895528 @ 119, 198, 156
271294584181344, 356958098694910, 168312281714719 @ 99, 102, 93
394762416075693, 402959495717512, 551301005411200 @ -112, -240, -186
219738791315879, 140554145421786, 52718699676060 @ 98, 162, 362
375396790076256, 189081398922637, 373452998910661 @ -93, -25, -9
332313113192520, 384153169748158, 193061775523267 @ -127, -171, 95
314007487042874, 346644145837748, 183020085926745 @ -138, 87, 42
304382206361178, 428838878801212, 175539252234775 @ -156, -395, -29
331475788827544, 249312020396002, 253830240621203 @ -73, 5, 53
295987102632663, 370397825726117, 177560343206115 @ -50, -15, 57
270848845808280, 105017551360192, 247692485050875 @ 19, 185, 77
292120639945590, 395109543152937, 487601271529970 @ -11, -225, -258
345556591185648, 148025692841872, 328667915025715 @ -105, 209, -95
300070967457480, 405088576121470, 190818656497315 @ -173, -142, -363
311173749288338, 419707381322667, 354306943595820 @ -43, -261, -118
276912089856930, 330821262369184, 185048821854409 @ 84, 419, -80
485453774879898, 295964069865754, 503504311733824 @ -255, -102, -232
329112863378258, 343911402196278, 303554036184858 @ -115, -66, -196
181107261039323, 181824375306572, 240596580391020 @ 140, 64, 92
291056468446904, 220670097777066, 61697943754483 @ -9, -11, 325
200302589597028, 214794512989942, 464100543648355 @ 86, -44, -111
264613058016948, 361751176589887, 323832436813495 @ 39, -153, -115
288948355456798, 386645378934907, 167568031185160 @ -15, -13, 46
260264404209480, 273359274680074, 351944901267259 @ 27, -88, -19
282547970794116, 359128493598406, 197350554871603 @ 18, -16, 5
262946756913048, 130017904668342, 220772650319035 @ 25, 91, 130
307542446946718, 278055151221152, 356995685746520 @ -31, -72, -58
263424531390033, 225952901540662, 312731019979615 @ 42, 110, -99
328087098783918, 399998779846982, 344279186833225 @ -92, -222, -206
304322006866158, 401963297162522, 181843508319845 @ -119, -174, -13
280144662617238, 209838929661238, 300922118702113 @ 5, 14, 19
292282685224800, 199624529849566, 286361265560107 @ -11, 38, 31
253443711623816, 256976692025182, 328558986145795 @ 38, -55, -8
279853117517878, 441128878162179, 135240263505508 @ 65, -497, 334
275773768913799, 382301829553624, 190867411924046 @ 106, 32, -172
271029327974932, 336111133972446, 194811840242114 @ 23, -122, 140
309925010104224, 252210628222170, 422829655826797 @ -41, 12, -230
301021335251088, 368862652339546, 184474019771815 @ -95, 51, -28
316629360285746, 215703381148914, 346448609051877 @ -52, 72, -106
346432183195971, 199432514880007, 398852183056639 @ -64, -35, -35
303204744896268, 354560115624706, 199296104851741 @ -65, -22, 19
227696467178984, 83142048148382, 257230426534659 @ 119, 430, -7
268791503428410, 224600203494064, 293201998260165 @ 22, 17, 12
314535683595246, 344725891287556, 291961561427125 @ -59, -112, -73
303265318110168, 49647408572866, 113876349112975 @ -25, 221, 262
209889530006344, 179105924801950, 268451718962787 @ 101, 68, 54
278015688720168, 282802075422502, 257864175142735 @ 11, -38, 39
282595386388802, 172729126759918, 139054347435675 @ 6, 254, 237
240365011863648, 334438793321362, 207015746507395 @ 73, -121, 121
360759055204432, 517922923281793, 372347715105458 @ -253, -607, -544
348826423111264, 352627243958144, 327573739687855 @ -97, -159, -53
277423022849548, 372481395187902, 184445516352525 @ 65, 22, -24
301279715445598, 250580759939786, 348056811538293 @ -30, 52, -154
280879231546920, 370762714998136, 200128022249818 @ 27, -56, -20
163489181111538, 155645262695119, 375285125590834 @ 125, 19, -20
374130299256992, 285945240712074, 285924900666027 @ -147, -41, -9
357075110197091, 163906755478373, 388332200430123 @ -72, -9, -15
433343529841049, 349558027711957, 398541965252449 @ -246, -145, -197
305899038888419, 370726010096496, 234057297414931 @ -76, -84, -119
274465878157970, 161740876461411, 302370496322192 @ 9, 13, 56
253002620293152, 297800943505528, 185841899504356 @ 67, -12, 140
276486738079177, 336536638497106, 219188534494300 @ 36, 26, -38
288513111363700, 217947701070834, 276790797375275 @ -6, 39, 27
265461303571669, 144427786021114, 178747390113758 @ 18, 26, 186
293029676171958, 499474424445362, 393271305885273 @ -20, -500, -490
291763471509486, 403139606444767, 233286907628215 @ -43, -155, -603
499566284795684, 335288005057006, 308538684726527 @ -234, -166, 44
177015841424412, 309258819054302, 273019312478467 @ 166, -90, 25
287838354624648, 243731737998892, 215895010071037 @ -5, 195, 40
296331018641872, 425467903524350, 145793377476045 @ -81, -362, 242
239179639831152, 258752246142262, 248303115581503 @ 137, 200, -74
264288681383232, 384917073369462, 299417067001607 @ 37, -200, -52
270252780911188, 210718300952072, 358734622831242 @ 15, -20, -22
260399027782968, 273011831764294, 401028823898851 @ 35, -46, -151
325304679003464, 205785663856350, 272005497262083 @ -73, 126, -7
214880557175304, 323275105958710, 187599172535947 @ 139, -73, 140
420588222489144, 202167135493642, 463419473850247 @ -153, -15, -134
272738011490050, 249146502479375, 288429325114933 @ 41, 249, -209
371124598446776, 281636051035470, 368299193909475 @ -168, 7, -213
305347219259190, 267045193369012, 132050867022772 @ -59, 200, 268
298975771877694, 254730359903272, 181115346710323 @ -68, 645, 33
288729689382508, 384429686405342, 160976570089649 @ -15, 70, 78
233930348914236, 377013728183254, 218878828322893 @ 97, -182, 84
210698018986590, 180529569201934, 300864043150003 @ 72, -18, 65
240045138394912, 165182303992178, 296997530510891 @ 71, 144, -19
294697865920929, 160130410879648, 386710051954864 @ -12, 8, -26
278858075268880, 488643324655478, 159812366150105 @ 51, -722, 147
61133119961048, 141891791993862, 108543972789270 @ 363, 190, 282
325214939349048, 471633636674170, 199792938027823 @ -105, -407, 80
292449432480426, 188546609675666, 302289612147995 @ -11, 42, 17
290589896226980, 403748966400786, 205989867624735 @ -34, -153, -388
352376347009040, 235129632406250, 281095873659519 @ -99, 9, 24
329011539818048, 341262617378942, 348155867539875 @ -90, -102, -195
289918346674948, 244473042582562, 493865697305195 @ -7, -88, -115
317785420889448, 179365281791422, 156129241051715 @ -140, 803, 183
301479827139906, 194688838412734, 328957597990473 @ -23, 38, -21
324502989170948, 150510804009662, 189111086717095 @ -81, 294, 133
175507392045286, 161232650395080, 371609074047267 @ 132, 57, -55
231946611688983, 6232484678869, 70338576845464 @ 60, 223, 308
305612247210783, 195715933715212, 223632341207965 @ -32, 80, 103
369074289172168, 366241736292038, 496886086327887 @ -85, -204, -126
395564292520218, 357199500974067, 386718037566655 @ -119, -191, -35
72109498749648, 142830369719362, 263826790392895 @ 229, 43, 92
277147873660958, 316369432709042, 235216776488745 @ 24, 12, -18
273513892517632, 467667147360710, 69215407247667 @ 56, -483, 555
325684213667262, 98471331850379, 315289015119290 @ -47, 99, 32
217657436845928, 166463321580382, 299219230724355 @ 77, 38, 41
255826889638308, 276370148048478, 208341751596563 @ 55, 6, 105
157603401177453, 217338452515292, 250578245558620 @ 244, 124, 22
310125052053632, 225820990934186, 248492901981875 @ -63, 237, -43
286436209380206, 395796739195454, 164093093776283 @ 12, -42, 29
282413222554614, 339933053498026, 160610282624119 @ 32, 248, 135
304815638486933, 460888258973902, 151183542722568 @ -90, -490, 204
230142835284552, 94971411384742, 102692853843955 @ 83, 235, 287
373690328871702, 241853041530691, 243507861721504 @ -147, 33, 60
230066103376216, 214147887007846, 253086824360647 @ 63, -16, 94
295304586941616, 368155004755054, 225473324219491 @ -99, 314, -751
310195329842576, 301597464398336, 193730909222365 @ -57, 9, 112
307922521992649, 294273227845947, 193236942756984 @ -126, 465, -52
210349946247572, 195780938336899, 360660555671603 @ 71, -37, 9
297619904476788, 337872394386382, 177402934087375 @ -42, 34, 108
265204087593818, 380617731469962, 506855129386247 @ 30, -200, -337
